# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May  6 10:43:37 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,st_dist,st_teff,pl_disc,pl_facility,pl_pelink,pl_edelink
LP 791-18 c,Transit,2,4.98996300,0.029392,0.000000,89.550,,0.206,26.49,2960.00,2019,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/lp_791-18_c/,
LSPM J2116+0234 b,Radial Velocity,1,14.43990000,0.087600,0.183000,,0.04185,,17.64,3475.00,2019,Calar Alto Observatory,http://exoplanet.eu/catalog/lspm_j2116+0234_b/,
LTT 1445 A b,Transit,1,5.35882000,0.038070,0.190000,89.400,0.00692,0.123,6.87,3337.00,2019,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/ltt_1445a_b/,
LkCa 15 b,Imaging,2,,14.700000,,50.000,,,158.87,,2015,Large Binocular Telescope Observatory,http://exoplanet.eu/catalog/lkca_15_b/,
LkCa 15 c,Imaging,2,,18.600000,,50.000,,,158.87,,2015,Large Binocular Telescope Observatory,,
Lupus-TR-3 b,Transit,1,3.91405000,0.046400,0.000000,88.300,0.81000,0.890,2000.00,5000.00,2007,Multiple Observatories,,
MASCARA-1 b,Transit,1,2.14878000,0.043000,0.000000,87.000,3.70000,1.500,188.70,7554.00,2017,Multiple Observatories,http://exoplanet.eu/catalog/mascara-1_b/,
MASCARA-4 b,Transit,1,2.82406000,0.047000,0.000000,88.500,3.10000,1.530,171.54,7800.00,2020,Multiple Observatories,http://exoplanet.eu/catalog/hd_85628_a_b/,
MOA-2007-BLG-192L b,Microlensing,1,,0.620000,,,0.01000,,1000.00,,2008,MOA,http://exoplanet.eu/catalog/moa-2007-blg-192l_b/,http://exoplanets.org/detail/MOA-2007-BLG-192L_b
MOA-2007-BLG-400L b,Microlensing,1,,0.720000,,,0.83000,,5800.00,,2008,MOA,http://exoplanet.eu/catalog/moa-2007-blg-400l_b/,http://exoplanets.org/detail/MOA-2007-BLG-400L_b
MOA-2008-BLG-310L b,Microlensing,1,,1.610000,,,0.07362,,7700.00,,2009,MOA,http://exoplanet.eu/catalog/moa-2008-blg-310l_b/,http://exoplanets.org/detail/MOA-2008-BLG-310L_b
MOA-2008-BLG-379L b,Microlensing,1,,2.700000,,,4.10000,,3300.00,,2013,MOA,http://exoplanet.eu/catalog/moa-2008-blg-379l_b/,
MOA-2009-BLG-266L b,Microlensing,1,2774.00000000,3.200000,,,0.03300,,3040.00,,2011,MOA,http://exoplanet.eu/catalog/moa-2009-blg-266l_b/,http://exoplanets.org/detail/MOA-2009-BLG-266L_b
MOA-2009-BLG-319L b,Microlensing,1,,2.400000,,,0.16000,,6100.00,,2010,MOA,http://exoplanet.eu/catalog/moa-2009-blg-319l_b/,http://exoplanets.org/detail/MOA-2009-BLG-319L_b
MOA-2009-BLG-387L b,Microlensing,1,1982.00000000,1.800000,,52.000,2.60000,,5690.00,,2010,MOA,http://exoplanet.eu/catalog/moa-2009-blg-387l_b/,http://exoplanets.org/detail/MOA-2009-BLG-387L_b
MOA-2010-BLG-073L b,Microlensing,1,,1.210000,,,11.00000,,2800.00,,2012,MOA,,http://exoplanets.org/detail/MOA-2010-BLG-073L_b
MOA-2010-BLG-117L b,Microlensing,1,,2.900000,,,0.54000,,3500.00,,2018,MOA,http://exoplanet.eu/catalog/moa-2010-blg-117_b/,
MOA-2010-BLG-328L b,Microlensing,1,,0.920000,,,0.02895,,810.00,,2013,MOA,http://exoplanet.eu/catalog/moa-2010-blg-328l_b/,
MOA-2010-BLG-353L b,Microlensing,1,,1.720000,,,0.27000,,6430.00,,2015,MOA,http://exoplanet.eu/catalog/moa-2010-blg-353l_b/,
MOA-2010-BLG-477L b,Microlensing,1,,2.000000,,,1.50000,,2300.00,5950.00,2012,MOA,http://exoplanet.eu/catalog/moa-2010-blg-477l_b/,http://exoplanets.org/detail/MOA-2010-BLG-477L_b
MOA-2011-BLG-028L b,Microlensing,1,,4.140000,,,0.09439,,7380.00,,2016,MOA,http://exoplanet.eu/catalog/moa-2011-blg-028l_b/,
MOA-2011-BLG-262L b,Microlensing,1,,0.950000,,,0.05349,,7000.00,,2014,MOA,http://exoplanet.eu/catalog/moa-2011-blg-262l_b/,
MOA-2011-BLG-291L b,Microlensing,1,,0.690000,,,0.05663,,4400.00,,2018,MOA,http://exoplanet.eu/catalog/moa-2011-blg-291_b/,
MOA-2011-BLG-293L b,Microlensing,1,,1.100000,,,4.80000,,7720.00,,2012,MOA,http://exoplanet.eu/catalog/moa-2011-blg-293l_b/,http://exoplanets.org/detail/MOA-2011-BLG-293L_b
MOA-2011-BLG-322L b,Microlensing,1,,4.300000,,,11.60000,,7560.00,,2013,MOA,http://exoplanet.eu/catalog/moa-2011-blg-322l_b/,
MOA-2012-BLG-006L b,Microlensing,1,,10.200000,,,8.40000,,5300.00,,2017,Multiple Observatories,http://exoplanet.eu/catalog/moa-2012-blg-006_b/,
MOA-2012-BLG-505L b,Microlensing,1,,0.900000,,,0.02108,,7210.00,,2017,MOA,http://exoplanet.eu/catalog/moa-2012-blg-505l_b/,
MOA-2013-BLG-605L b,Microlensing,1,,0.940000,,,0.01007,,,,2016,MOA,http://exoplanet.eu/catalog/moa-2013-blg-605l_b/,
MOA-2015-BLG-337L b,Microlensing,1,,0.240000,,,0.10603,,7100.00,,2018,MOA,,
MOA-2016-BLG-227L b,Microlensing,1,,1.670000,,,2.80000,,6500.00,,2017,MOA,http://exoplanet.eu/catalog/moa-2016-blg-227l_b/,
MOA-2016-BLG-319L b,Microlensing,1,,0.950000,,,0.62000,,6800.00,,2018,MOA,http://exoplanet.eu/catalog/moa-2016-blg-319l_b/,
MOA-bin-1L b,Microlensing,1,,8.300000,,,3.70000,,5100.00,,2012,MOA,http://exoplanet.eu/catalog/moa-bin-1_b/,http://exoplanets.org/detail/MOA-bin-1L_b
MOA-bin-29 b,Microlensing,1,,0.480000,,,0.60000,,7120.00,,2019,MOA,http://exoplanet.eu/catalog/moa-bin-29_b/,
MXB 1658-298 b,Eclipse Timing Variations,1,760.00000000,1.613000,,,23.70000,,,,2017,Multiple Observatories,,
NGC 2682 Sand 364 b,Radial Velocity,1,121.71000000,0.530000,0.350000,,6.69000,,837.03,4284.00,2014,Multiple Observatories,http://exoplanet.eu/catalog/sand_364_b/,http://exoplanets.org/detail/M_67_SAND_364_b
NGC 2682 Sand 978 b,Radial Velocity,1,511.21000000,,0.160000,,2.18000,,842.01,4200.00,2017,Multiple Observatories,,
NGC 2682 YBP 1194 b,Radial Velocity,1,6.95900000,,0.300000,,0.32000,,895.73,5780.00,2014,Multiple Observatories,http://exoplanet.eu/catalog/ybp1194_b/,http://exoplanets.org/detail/M_67_YBP_1194_b
NGC 2682 YBP 1514 b,Radial Velocity,1,5.11800000,,0.280000,,0.40000,,939.38,5725.00,2014,Multiple Observatories,http://exoplanet.eu/catalog/ybp1514_b/,http://exoplanets.org/detail/M_67_YBP_1514_b
NGC 2682 YBP 401 b,Radial Velocity,1,4.08700000,,0.150000,,0.46000,,851.36,6165.00,2016,La Silla Observatory,http://exoplanet.eu/catalog/ybp401_b/,
NGTS-1 b,Transit,1,2.64729800,0.032600,0.016000,85.270,0.81200,1.330,224.00,3916.00,2017,Paranal Observatory,http://exoplanet.eu/catalog/ngts-1_b/,
NGTS-10 b,Transit,1,0.76689440,0.014300,0.000000,,2.16200,1.205,324.70,4600.00,2020,Paranal Observatory,http://exoplanet.eu/catalog/ngts-10_b/,
NGTS-2 b,Transit,1,4.51116400,0.063000,0.000000,88.500,0.74000,1.595,360.30,6478.00,2018,Paranal Observatory,http://exoplanet.eu/catalog/ngts-2_b/,
NGTS-3 A b,Transit,1,1.67537280,0.023000,,89.560,2.38000,1.480,1010.00,5600.00,2018,Paranal Observatory,http://exoplanet.eu/catalog/ngts-3a_b/,
NGTS-4 b,Transit,1,1.33735080,0.019000,0.000000,82.500,0.06481,0.284,282.60,5143.00,2019,Paranal Observatory,http://exoplanet.eu/catalog/ngts-4_b/,
NGTS-5 b,Transit,1,3.35698660,0.038200,0.000000,86.600,0.22900,1.136,309.50,4987.00,2019,Paranal Observatory,http://exoplanet.eu/catalog/ngts-5_b/,
NGTS-6 b,Transit,1,0.88205900,0.016770,0.000000,78.231,1.33900,1.326,311.03,4730.00,2019,Paranal Observatory,http://exoplanet.eu/catalog/ngts-6_b/,
NGTS-8 b,Transit,1,2.49970000,0.035000,0.010000,86.900,0.93000,1.090,434.28,5241.00,2019,Paranal Observatory,http://exoplanet.eu/catalog/ngts-8_b/,
NGTS-9 b,Transit,1,4.43527000,0.058000,0.060000,84.100,2.90000,1.070,619.74,6330.00,2019,Paranal Observatory,http://exoplanet.eu/catalog/ngts-9_b/,
NN Ser c,Eclipse Timing Variations,2,5573.55000000,5.350000,0.080000,,7.33000,,500.00,57000.00,2010,Multiple Observatories,http://exoplanet.eu/catalog/nn_ser_(ab)_c/,http://exoplanets.org/detail/NN_Ser_c
NN Ser d,Eclipse Timing Variations,2,2883.50000000,3.430000,0.190000,,2.30000,,500.00,57000.00,2010,Multiple Observatories,http://exoplanet.eu/catalog/nn_ser_(ab)_d/,http://exoplanets.org/detail/NN_Ser_d
NSVS 14256825 b,Eclipse Timing Variations,1,3225.00000000,3.120000,0.120000,,14.15000,,838.31,40000.00,2019,Multiple Observatories,http://exoplanet.eu/catalog/nsvs_1425_(ab)_d/,
NY Vir b,Eclipse Timing Variations,2,3160.00000000,,0.150000,,2.66000,,551.99,8868.67,2011,Multiple Observatories,http://exoplanet.eu/catalog/ny_vir_(ab)_b/,
NY Vir c,Eclipse Timing Variations,2,8799.00000000,,0.150000,,5.54000,,551.99,8868.67,2019,Winer Observatory,http://exoplanet.eu/catalog/ny_vir_(ab)_c/,
OGLE-2003-BLG-235L b,Microlensing,1,,4.300000,,,2.60000,,5800.00,,2004,OGLE,http://exoplanet.eu/catalog/ogle-2003-blg-235l_b/,http://exoplanets.org/detail/OGLE235-MOA53_b
OGLE-2005-BLG-071L b,Microlensing,1,,3.600000,,,3.80000,,3200.00,,2005,OGLE,http://exoplanet.eu/catalog/ogle-2005-071l_b/,http://exoplanets.org/detail/OGLE-05-071L_b
OGLE-2005-BLG-169L b,Microlensing,1,,3.500000,,,0.04436,,4100.00,,2006,OGLE,http://exoplanet.eu/catalog/ogle-2005-169l_b/,http://exoplanets.org/detail/OGLE-05-169L_b
OGLE-2005-BLG-390L b,Microlensing,1,3285.00000000,2.600000,,,0.01700,,6600.00,,2005,OGLE,http://exoplanet.eu/catalog/ogle-2005-390l_b/,http://exoplanets.org/detail/OGLE-05-390L_b
OGLE-2006-BLG-109L b,Microlensing,2,1788.50000000,2.300000,,,0.73000,,1510.00,,2008,OGLE,http://exoplanet.eu/catalog/ogle-2006-109l_b/,http://exoplanets.org/detail/OGLE-2006-BLG-109L_b
OGLE-2006-BLG-109L c,Microlensing,2,4927.50000000,4.500000,0.150000,64.000,0.27000,,1510.00,,2008,OGLE,http://exoplanet.eu/catalog/ogle-2006-109l_c/,http://exoplanets.org/detail/OGLE-2006-BLG-109L_c
OGLE-2007-BLG-349L AB c,Microlensing,1,2557.00000000,2.590000,,,0.25171,,2760.00,,2016,OGLE,http://exoplanet.eu/catalog/ogle-2007-blg-349l_(ab)_b/,
OGLE-2007-BLG-368L b,Microlensing,1,,3.300000,,,0.06000,,5900.00,,2009,OGLE,http://exoplanet.eu/catalog/ogle-2007-blg-368l_b/,http://exoplanets.org/detail/OGLE-2007-BLG-368L_b
OGLE-2008-BLG-092L b,Microlensing,1,,18.000000,,,0.18000,,8100.00,,2014,OGLE,http://exoplanet.eu/catalog/ogle-2008-blg-092l_b/,
OGLE-2008-BLG-355L b,Microlensing,1,,1.700000,,,4.60000,,6800.00,,2014,OGLE,http://exoplanet.eu/catalog/ogle-2008-blg-355l_b/,
OGLE-2011-BLG-0173L b,Microlensing,1,,8.000000,,,0.19000,,6100.00,,2018,OGLE,http://exoplanet.eu/catalog/ogle-2011-blg-0173l_b/,
OGLE-2011-BLG-0251L b,Microlensing,1,,2.720000,,,0.53000,,2570.00,,2012,OGLE,http://exoplanet.eu/catalog/ogle-2011-blg-0251l_b/,http://exoplanets.org/detail/OGLE-2011-BLG-0251_b
OGLE-2011-BLG-0265L b,Microlensing,1,,1.890000,,,0.88000,,4380.00,,2015,OGLE,http://exoplanet.eu/catalog/ogle-2011-blg-0265l_b/,
OGLE-2012-BLG-0026L b,Microlensing,2,,4.000000,,,0.14500,,4019.00,,2012,OGLE,http://exoplanet.eu/catalog/ogle-2012-blg-0026l_b/,
OGLE-2012-BLG-0026L c,Microlensing,2,,4.800000,,,0.86000,,4019.00,,2012,OGLE,http://exoplanet.eu/catalog/ogle-2012-blg-0026l_c/,
OGLE-2012-BLG-0358L b,Microlensing,1,,0.870000,,,1.85000,,1760.00,,2013,OGLE,http://exoplanet.eu/catalog/ogle-2012-blg-0358l_b/,
OGLE-2012-BLG-0406L b,Microlensing,1,,3.450000,,,2.73000,,4970.00,,2013,OGLE,http://exoplanet.eu/catalog/ogle-2012-blg-0406l_b/,
OGLE-2012-BLG-0563L b,Microlensing,1,,0.900000,,,0.39000,,1300.00,,2015,OGLE,http://exoplanet.eu/catalog/ogle-2012-blg-0563l_b/,
OGLE-2012-BLG-0724L b,Microlensing,1,,1.600000,,,0.47000,,6700.00,,2016,OGLE,http://exoplanet.eu/catalog/ogle-2012-blg-0724l_b/,
OGLE-2012-BLG-0950L b,Microlensing,1,,2.700000,,,0.11012,,3000.00,,2016,OGLE,,
OGLE-2013-BLG-0102L b,Microlensing,1,,0.800000,,,12.56900,,3040.00,,2014,OGLE,http://exoplanet.eu/catalog/ogle-2013-blg-0102l_b/,
OGLE-2013-BLG-0132L b,Microlensing,1,,3.600000,,,0.29000,,3900.00,,2017,OGLE,http://exoplanet.eu/catalog/ogle-2013-blg-0132l_b/,
OGLE-2013-BLG-0341L B b,Microlensing,1,,0.702000,,,0.00522,,1161.00,,2014,OGLE,http://exoplanet.eu/catalog/ogle-2013-blg-0341l_b/,
OGLE-2013-BLG-0911L b,Microlensing,1,,0.390000,,,9.51000,,3220.00,,2019,OGLE,http://exoplanet.eu/catalog/ogle-2013-blg-0911l_b/,
OGLE-2013-BLG-1721L b,Microlensing,1,,2.600000,,,0.64000,,6300.00,,2017,OGLE,http://exoplanet.eu/catalog/ogle-2013-blg-1721l_b/,
OGLE-2013-BLG-1761L b,Microlensing,1,,1.800000,,,2.70000,,6900.00,,2018,OGLE,http://exoplanet.eu/catalog/ogle-2013-blg-1761l_b/,
OGLE-2014-BLG-0124L b,Microlensing,1,,3.110000,,,0.51000,,4100.00,,2015,OGLE,http://exoplanet.eu/catalog/ogle-2014-blg-0124l_b/,
OGLE-2014-BLG-0676L b,Microlensing,1,,4.400000,,,3.09000,,2220.00,,2016,OGLE,,
OGLE-2014-BLG-1722L b,Microlensing,2,,1.900000,,,0.17399,,6400.00,,2018,OGLE,http://exoplanet.eu/catalog/ogle-2014-blg-1722l_b/,
OGLE-2014-BLG-1722L c,Microlensing,2,,2.500000,,,0.26335,,6400.00,,2018,OGLE,http://exoplanet.eu/catalog/ogle-2014-blg-1722l_c/,
OGLE-2014-BLG-1760L b,Microlensing,1,,1.750000,,,0.56000,,6860.00,,2016,OGLE,http://exoplanet.eu/catalog/ogle-2014%3Ablg-1760l_b/,
OGLE-2015-BLG-0051L b,Microlensing,1,,0.730000,,,0.72000,,8200.00,,2016,OGLE,http://exoplanet.eu/catalog/ogle-2015-blg-0051l_b/,
OGLE-2015-BLG-0954L b,Microlensing,1,,1.600000,,,3.40000,,600.00,,2016,KMTNet,http://exoplanet.eu/catalog/ogle-2015-blg-0954l_b/,
OGLE-2015-BLG-0966L b,Microlensing,1,,2.100000,,,0.06607,,2500.00,,2016,OGLE,http://exoplanet.eu/catalog/ogle-2015-blg-0966l_b/,
OGLE-2015-BLG-1649L b,Microlensing,1,,2.070000,,,2.54000,,4230.00,,2019,OGLE,,
OGLE-2015-BLG-1670L b,Microlensing,1,,2.620000,,,0.05632,,6700.00,,2019,OGLE,http://exoplanet.eu/catalog/ogle-2015-blg-1670l_b/,
OGLE-2016-BLG-0263L b,Microlensing,1,,5.400000,,,4.10000,,6500.00,,2017,OGLE,,
OGLE-2016-BLG-0613L AB b,Microlensing,1,,6.400000,,,4.18000,,3410.00,,2017,OGLE,,
OGLE-2016-BLG-1067L b,Microlensing,1,,1.700000,,,0.43000,,3730.00,,2019,OGLE,http://exoplanet.eu/catalog/ogle-2016-blg-1067l_b/,
OGLE-2016-BLG-1190L b,Microlensing,1,1224.00000000,2.170000,,41.200,13.38000,,6770.00,,2017,OGLE,http://exoplanet.eu/catalog/ogle-2016-blg-1190l_b/,
OGLE-2016-BLG-1195L b,Microlensing,1,,1.160000,,,0.00450,,3910.00,,2017,OGLE,http://exoplanet.eu/catalog/ogle-2016-blg-1195l_b/,
OGLE-2016-BLG-1227L b,Microlensing,1,,3.400000,,,0.79000,,,,2020,OGLE,http://exoplanet.eu/catalog/ogle-2016-blg-1227_b/,
OGLE-2017-BLG-0173L b,Microlensing,1,,3.913000,,,0.01029,,4705.00,,2018,OGLE,http://exoplanet.eu/catalog/ogle-2017-blg-0173l_b/,
OGLE-2017-BLG-0373L b,Microlensing,1,,2.424000,,,0.40100,,5915.00,,2018,OGLE,,
OGLE-2017-BLG-0482L b,Microlensing,1,,1.800000,,,0.02832,,5800.00,,2018,OGLE,,
OGLE-2017-BLG-1140L b,Microlensing,1,,1.020000,,,1.59000,,,,2018,OGLE,http://exoplanet.eu/catalog/ogle-2017-blg-1140l_b/,
OGLE-2017-BLG-1434L b,Microlensing,1,,1.180000,,,0.01400,,860.00,,2018,OGLE,http://exoplanet.eu/catalog/ogle-2017-blg-1434l_b/,
OGLE-2017-BLG-1522L b,Microlensing,1,,0.590000,,,0.75000,,,,2018,OGLE,http://exoplanet.eu/catalog/ogle-2017-blg-1522l_b/,
OGLE-2018-BLG-0596L b,Microlensing,1,,0.970000,,,0.04383,,5650.00,,2019,OGLE,http://exoplanet.eu/catalog/ogle-2018-blg-0596_b/,
OGLE-2018-BLG-0740L b,Microlensing,1,5480.00000000,6.100000,0.000000,,4.80000,,3200.00,5912.00,2019,OGLE,http://exoplanet.eu/catalog/ogle-2018-blg-0740l_b/,
OGLE-2018-BLG-1011L b,Microlensing,2,,1.800000,,,1.80000,,7100.00,,2019,OGLE,http://exoplanet.eu/catalog/ogle-2018blg-1011l_b/,
OGLE-2018-BLG-1011L c,Microlensing,2,,0.800000,,,2.80000,,7100.00,,2019,OGLE,http://exoplanet.eu/catalog/ogle-2018blg-1011l_c/,
OGLE-TR-056 b,Transit,1,1.21191890,0.023830,,77.600,1.39000,1.363,282.84,6050.00,2002,OGLE,http://exoplanet.eu/catalog/ogle-tr-56_b/,http://exoplanets.org/detail/OGLE-TR-56_b
OGLE-TR-10 b,Transit,1,3.10127800,0.043400,,90.000,0.62000,1.250,1386.23,5950.00,2004,OGLE,http://exoplanet.eu/catalog/ogle-tr-10_b/,http://exoplanets.org/detail/OGLE-TR-10_b
OGLE-TR-111 b,Transit,1,4.01444630,0.047300,,88.300,,1.019,1096.98,5040.00,2004,OGLE,http://exoplanet.eu/catalog/ogle-tr-111_b/,http://exoplanets.org/detail/OGLE-TR-111_b
OGLE-TR-113 b,Transit,1,1.43247520,0.022890,,87.800,1.26000,1.093,600.00,4790.00,2004,OGLE,http://exoplanet.eu/catalog/ogle-tr-113_b/,http://exoplanets.org/detail/OGLE-TR-113_b
OGLE-TR-132 b,Transit,1,1.68986800,0.030350,,83.400,1.18000,1.200,2500.00,6210.00,2004,OGLE,http://exoplanet.eu/catalog/ogle-tr-132_b/,http://exoplanets.org/detail/OGLE-TR-132_b
OGLE-TR-182 b,Transit,1,3.97910000,0.051000,0.000000,85.700,1.01000,1.130,2669.56,5924.00,2007,OGLE,http://exoplanet.eu/catalog/ogle-tr-182_b/,http://exoplanets.org/detail/OGLE-TR-182_b
OGLE-TR-211 b,Transit,1,3.67724000,0.051000,0.000000,87.200,1.03000,1.360,1574.54,6325.00,2007,OGLE,http://exoplanet.eu/catalog/ogle-tr-211_b/,http://exoplanets.org/detail/OGLE-TR-211_b
OGLE2-TR-L9 b,Transit,1,2.48553350,0.030800,,79.800,4.50000,1.610,1704.36,6933.00,2008,OGLE,http://exoplanet.eu/catalog/ogle2-tr-l9_b/,http://exoplanets.org/detail/OGLE2-TR-L9_b
Oph 11 b,Imaging,1,7300000.00000000,243.000000,,,14.00000,,125.00,2375.00,2006,Gemini Observatory,http://exoplanet.eu/catalog/11_oph_b/,
PDS 70 b,Imaging,2,43500.00000000,22.000000,,,8.00000,1.300,113.43,3972.00,2018,Paranal Observatory,http://exoplanet.eu/catalog/pds_70_b/,
PDS 70 c,Imaging,2,,34.500000,,49.700,10.48949,,113.43,3972.00,2019,European Southern Observatory,http://exoplanet.eu/catalog/pds_70_c/,
PH1 b,Transit,1,138.31700000,0.652000,0.070200,90.050,0.53100,0.551,1000.00,6407.00,2012,Kepler,http://exoplanet.eu/catalog/kepler-64_%28ab%29_b/,http://exoplanets.org/detail/PH-1_b
PH2 b,Transit,1,282.52550000,0.828000,0.410000,89.830,,0.903,347.27,5629.00,2013,Kepler,http://exoplanet.eu/catalog/kepler-86_b/,http://exoplanets.org/detail/PH-2_b
POTS-1 b,Transit,1,3.16062960,0.037340,,88.060,2.31000,0.941,1200.00,4400.00,2013,La Silla Observatory,http://exoplanet.eu/catalog/pots-1_b/,
PSR B0329+54 b,Pulsar Timing,1,10140.00000000,10.260000,0.236000,,0.00620,,504.93,,2017,Multiple Facilities,http://exoplanet.eu/catalog/psr_b0329+54_b/,
PSR B1257+12 b,Pulsar Timing,3,25.26200000,0.190000,0.000000,50.000,0.00006,,600.00,,1994,Arecibo Observatory,http://exoplanet.eu/catalog/psr_1257_12_b/,http://exoplanets.org/detail/PSR_B1257+12_A
PSR B1257+12 c,Pulsar Timing,3,66.54190000,0.360000,0.018600,53.000,0.01353,,600.00,,1992,Arecibo Observatory,http://exoplanet.eu/catalog/psr_1257_12_c/,http://exoplanets.org/detail/PSR_B1257+12_B
PSR B1257+12 d,Pulsar Timing,3,98.21140000,0.460000,,47.000,0.01227,,600.00,,1992,Arecibo Observatory,http://exoplanet.eu/catalog/psr_1257_12_d/,http://exoplanets.org/detail/PSR_B1257+12_C
PSR B1620-26 b,Pulsar Timing,1,,23.000000,,,2.50000,,,,2003,Hubble Space Telescope,http://exoplanet.eu/catalog/psr_b1620-26_(ab)_b/,
PSR J1719-1438 b,Pulsar Timing,1,0.09070629,0.004400,0.060000,,1.20000,,1200.00,4500.00,2011,Parkes Observatory,http://exoplanet.eu/catalog/psr_1719-14_b/,
PSR J2322-2650 b,Pulsar Timing,1,0.32296400,0.010200,0.001700,,0.79490,,230.00,,2017,Parkes Observatory,,
Pr0201 b,Radial Velocity,1,4.42640000,0.060000,0.000000,,0.54000,,181.54,6174.00,2012,Fred Lawrence Whipple Observatory,http://exoplanet.eu/catalog/pr_0201_b/,http://exoplanets.org/detail/Pr_201_b
Pr0211 b,Radial Velocity,2,2.14610000,0.031760,0.011000,,1.88000,,183.68,5300.00,2012,Fred Lawrence Whipple Observatory,http://exoplanet.eu/catalog/pr_0211_b/,http://exoplanets.org/detail/Pr_211_b
Pr0211 c,Radial Velocity,2,4850.00000000,5.500000,0.710000,,7.79000,,183.68,5300.00,2016,Roque de los Muchachos Observatory,http://exoplanet.eu/catalog/pr_0211_c/,
Proxima Cen b,Radial Velocity,1,11.18600000,0.048500,0.350000,,0.00400,,1.30,3050.00,2016,European Southern Observatory,http://exoplanet.eu/catalog/proxima_centauri_b/,
Qatar-1 b,Transit,1,1.42002420,0.023320,0.000000,84.080,1.29400,1.143,186.61,5013.00,2010,Qatar,http://exoplanet.eu/catalog/qatar-1_b/,http://exoplanets.org/detail/Qatar-1_b
Qatar-10 b,Transit,1,1.64532100,0.028600,0.000000,85.870,0.73600,1.543,539.00,6124.00,2019,Qatar,http://exoplanet.eu/catalog/qatar-10_b/,
Qatar-2 b,Transit,1,1.33711647,0.021530,0.000000,86.120,2.49400,1.254,182.32,4645.00,2011,Qatar,http://exoplanet.eu/catalog/qatar-2_b/,http://exoplanets.org/detail/Qatar-2_b
Qatar-3 b,Transit,1,2.50792040,0.037830,0.000000,86.800,4.31000,1.096,750.99,6007.00,2017,Qatar,http://exoplanet.eu/catalog/qatar-3_b/,
Qatar-4 b,Transit,1,1.80535640,0.028030,0.000000,87.500,6.10000,1.135,332.17,5215.00,2017,Qatar,http://exoplanet.eu/catalog/qatar-4_b/,
Qatar-5 b,Transit,1,2.87923190,0.041270,0.000000,88.740,4.32000,1.107,371.39,5747.00,2017,Qatar,http://exoplanet.eu/catalog/qatar-5_b/,
Qatar-6 b,Transit,1,3.50619500,0.042300,0.000000,86.010,0.66800,1.062,101.14,5052.00,2017,Qatar,http://exoplanet.eu/catalog/qatar-6_b/,
Qatar-7 b,Transit,1,2.03204600,0.035200,0.000000,89.000,1.88000,1.700,725.00,6387.00,2019,Qatar,http://exoplanet.eu/catalog/qatar-7_b/,
Qatar-8 b,Transit,1,3.71495000,0.047400,0.000000,89.290,0.37100,1.285,276.70,5738.00,2019,Qatar,http://exoplanet.eu/catalog/qatar-8_b/,
Qatar-9 b,Transit,1,1.54073100,0.023400,0.000000,89.230,1.19000,1.009,211.40,4309.00,2019,Qatar,http://exoplanet.eu/catalog/qatar-9_b/,
ROXs 12 b,Imaging,1,,210.000000,,,16.00000,,137.19,3850.00,2013,W. M. Keck Observatory,http://exoplanet.eu/catalog/roxs_12_b/,
ROXs 42 B b,Imaging,1,,157.000000,,,9.00000,,135.00,,2013,Multiple Observatories,http://exoplanet.eu/catalog/roxs_42b_b/,
RR Cae b,Eclipse Timing Variations,1,4343.50000000,5.300000,0.000000,17.600,4.20000,,21.20,,2012,Leoncito Astronomical Complex,http://exoplanet.eu/catalog/rr_cae_(ab)_b/,
Ross 128 b,Radial Velocity,1,9.86580000,0.049600,0.116000,,0.00440,,3.38,3192.00,2017,La Silla Observatory,http://exoplanet.eu/catalog/ross_128_b/,
Ross 458 c,Imaging,1,,1168.000000,,,6.28536,1.220,11.51,3621.00,2010,Las Campanas Observatory,http://exoplanet.eu/catalog/ross_458_%28ab%29_c/,
SR 12 AB c,Imaging,1,,,,,13.00000,,112.32,,2010,Infrared Survey Facility,http://exoplanet.eu/catalog/sr_12_(ab)_c/,
SWEEPS-11 b,Transit,1,1.79600000,0.030000,,,9.70000,1.130,8500.00,,2006,Hubble Space Telescope,http://exoplanet.eu/catalog/sweeps-11_b/,
SWEEPS-4 b,Transit,1,4.20000000,0.055000,,,3.80000,0.810,8500.00,,2006,Hubble Space Telescope,http://exoplanet.eu/catalog/sweeps-04_b/,
